epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1709.82,1.33891,1.04269,1.37194,0.9934,0.96333,0.97514,0.72429,0.96125,0.53066,1.0861,0.00469078,0.00469078,0.00469078
18,1812.37,1.31937,1.03056,1.34913,0.99348,0.95889,0.97564,0.71938,0.99773,0.54676,1.06154,0.00465187,0.00465187,0.00465187
19,1915.86,1.30208,1.03078,1.35863,0.98763,0.96543,0.97734,0.65018,1.10359,0.51526,1.14301,0.00461084,0.00461084,0.00461084
20,2022.08,1.29405,1.02099,1.35634,0.99399,0.96439,0.97631,0.71501,0.97415,0.51695,1.06599,0.00456772,0.00456772,0.00456772
21,2126.16,1.29617,1.00689,1.35146,0.97227,0.95372,0.97226,0.71444,1.01863,0.54294,1.09324,0.00452257,0.00452257,0.00452257
22,2227.43,1.28898,1.00631,1.34548,0.97629,0.95298,0.97476,0.71348,1.02128,0.546,1.09705,0.00447541,0.00447541,0.00447541
23,2332.66,1.27922,0.99127,1.33459,0.98439,0.95773,0.97809,0.73079,0.94976,0.48919,1.06224,0.00442631,0.00442631,0.00442631
24,2438.98,1.26472,0.98462,1.32201,0.98671,0.95935,0.97679,0.73568,0.9799,0.49687,1.07458,0.00437531,0.00437531,0.00437531
25,2545.15,1.28177,0.9883,1.34913,0.99333,0.96015,0.97639,0.71566,1.00921,0.47967,1.10401,0.00432246,0.00432246,0.00432246
26,2644.36,1.27275,0.98925,1.33464,0.98595,0.96124,0.97599,0.70423,1.02858,0.50319,1.08434,0.0042678,0.0042678,0.0042678
27,2744.84,1.25569,0.97968,1.33223,0.99027,0.96515,0.97637,0.74438,0.93662,0.48681,1.0697,0.00421141,0.00421141,0.00421141
28,2847.38,1.25192,0.96938,1.31588,0.99289,0.96419,0.97663,0.73369,0.96167,0.50535,1.07238,0.00415332,0.00415332,0.00415332
29,2949.32,1.25585,0.98344,1.32801,0.99367,0.96581,0.97757,0.72826,0.96228,0.50567,1.07443,0.00409361,0.00409361,0.00409361
30,3048.38,1.24905,0.95363,1.30631,0.99202,0.96158,0.97674,0.69046,1.11733,0.55382,1.14004,0.00403232,0.00403232,0.00403232
31,3147.36,1.24902,0.95757,1.31206,0.99589,0.96143,0.97779,0.69887,1.07447,0.50326,1.08934,0.00396951,0.00396951,0.00396951
32,3244.57,1.23407,0.95783,1.30815,0.99492,0.95509,0.97827,0.73589,0.94134,0.49205,1.06993,0.00390526,0.00390526,0.00390526
33,3343.62,1.23937,0.95011,1.30903,0.99275,0.96613,0.97825,0.6995,1.06727,0.51555,1.11865,0.00383963,0.00383963,0.00383963
34,3439.72,1.21247,0.93912,1.29637,0.99359,0.96886,0.9777,0.73246,0.95447,0.50268,1.07278,0.00377266,0.00377266,0.00377266
35,3534.83,1.22967,0.9663,1.31294,0.99503,0.96359,0.97917,0.74289,0.94264,0.48251,1.0631,0.00370445,0.00370445,0.00370445
36,3632.34,1.20636,0.92235,1.28703,0.99599,0.95932,0.97645,0.75041,0.91245,0.46724,1.06895,0.00363504,0.00363504,0.00363504
37,3729.89,1.21053,0.94005,1.29226,0.99164,0.96753,0.97723,0.73475,0.95063,0.4923,1.07726,0.00356452,0.00356452,0.00356452
38,3830.51,1.20764,0.92199,1.29096,0.99578,0.96632,0.97766,0.74521,0.91888,0.45601,1.0739,0.00349295,0.00349295,0.00349295
39,3926.33,1.20239,0.92562,1.29079,0.99537,0.96647,0.9782,0.73773,0.94679,0.48053,1.09095,0.00342039,0.00342039,0.00342039
40,4027.39,1.20795,0.92856,1.30123,0.99376,0.96648,0.97967,0.72597,0.99149,0.48317,1.07589,0.00334693,0.00334693,0.00334693
41,4125.17,1.19621,0.92557,1.28282,0.99337,0.96345,0.97905,0.69395,1.0706,0.47368,1.13565,0.00327263,0.00327263,0.00327263
42,4225.16,1.18843,0.9082,1.28088,0.99148,0.9692,0.97882,0.72844,0.98048,0.47096,1.07376,0.00319757,0.00319757,0.00319757
43,4329.05,1.18523,0.90309,1.2698,0.99352,0.96935,0.97887,0.69865,1.09032,0.49739,1.13421,0.00312182,0.00312182,0.00312182
44,4432.24,1.18319,0.90286,1.28531,0.99713,0.96841,0.97916,0.7228,0.93622,0.46883,1.07328,0.00304546,0.00304546,0.00304546
45,4538.58,1.18459,0.90227,1.28003,0.99386,0.96799,0.97971,0.74464,0.88782,0.42476,1.0504,0.00296855,0.00296855,0.00296855
46,4644.47,1.17563,0.88964,1.26371,0.99461,0.9685,0.97908,0.74602,0.90092,0.45826,1.05007,0.00289119,0.00289119,0.00289119
47,4740.46,1.16153,0.88324,1.2637,0.99585,0.96446,0.97858,0.75885,0.87171,0.45487,1.05489,0.00281344,0.00281344,0.00281344
48,4844.52,1.17038,0.89114,1.2722,0.99311,0.97023,0.97938,0.76353,0.85961,0.44804,1.04373,0.00273538,0.00273538,0.00273538
49,4942.98,1.17157,0.89584,1.26477,0.995,0.96974,0.9788,0.77606,0.83703,0.44741,1.02598,0.00265709,0.00265709,0.00265709
50,5038.41,1.1575,0.88734,1.26038,0.99559,0.96905,0.97923,0.73134,0.93703,0.45713,1.07306,0.00257865,0.00257865,0.00257865
51,5131.05,1.1639,0.88583,1.26511,0.9959,0.9663,0.9785,0.72245,1.00694,0.46679,1.09028,0.00250013,0.00250013,0.00250013
52,5227.52,1.16441,0.87345,1.26252,0.99504,0.97055,0.97891,0.73704,0.93877,0.4568,1.06462,0.0024216,0.0024216,0.0024216
53,5323.18,1.14719,0.87584,1.25841,0.99524,0.96906,0.97903,0.73639,0.95769,0.47367,1.0805,0.00234316,0.00234316,0.00234316
54,5418.56,1.14338,0.86345,1.25279,0.99555,0.96979,0.97895,0.7201,1.00452,0.46538,1.0905,0.00226487,0.00226487,0.00226487
55,5513.92,1.15695,0.87732,1.26068,0.99656,0.96923,0.97899,0.75156,0.86478,0.43479,1.0288,0.00218681,0.00218681,0.00218681
56,5607.8,1.13896,0.87075,1.25247,0.9957,0.96733,0.97881,0.75349,0.89686,0.45434,1.054,0.00210906,0.00210906,0.00210906
57,5705.64,1.16172,0.87822,1.26082,0.99564,0.96967,0.9788,0.7422,0.93224,0.45761,1.06289,0.0020317,0.0020317,0.0020317
58,5803.47,1.14035,0.85682,1.24789,0.9932,0.972,0.97921,0.73782,0.91505,0.45529,1.0614,0.00195479,0.00195479,0.00195479
59,5904.53,1.13066,0.85869,1.24553,0.99582,0.97061,0.97881,0.76357,0.87397,0.44273,1.03768,0.00187843,0.00187843,0.00187843
60,6010.67,1.11785,0.85384,1.2406,0.9955,0.97017,0.97869,0.72838,0.95751,0.47464,1.07069,0.00180268,0.00180268,0.00180268
61,6113.62,1.12285,0.83852,1.23387,0.99434,0.97297,0.97884,0.74969,0.90914,0.4628,1.03682,0.00172762,0.00172762,0.00172762
62,6226.36,1.12527,0.84289,1.23451,0.99323,0.97123,0.97942,0.74387,0.90264,0.42835,1.04439,0.00165332,0.00165332,0.00165332
63,6326.59,1.13094,0.84431,1.23694,0.99588,0.97203,0.97908,0.74119,0.9254,0.46008,1.05877,0.00157986,0.00157986,0.00157986
64,6433.56,1.10181,0.83136,1.22947,0.99666,0.97199,0.97905,0.76401,0.85607,0.44776,1.026,0.0015073,0.0015073,0.0015073
