epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,3585.82,1.35084,1.34281,1.48559,0.98033,0.93948,0.96863,0.62766,1.17815,0.74599,1.26077,0.000327256,0.000327256,0.000327256
42,3671.55,1.35527,1.33344,1.47681,0.98806,0.94684,0.96805,0.63803,1.14084,0.74114,1.23953,0.00031975,0.00031975,0.00031975
43,3757.97,1.35525,1.32105,1.48391,0.98566,0.94536,0.96811,0.58548,1.27257,0.76714,1.30707,0.000312174,0.000312174,0.000312174
44,3844.55,1.34173,1.32061,1.4745,0.9889,0.93727,0.96817,0.63117,1.14836,0.70299,1.22833,0.000304538,0.000304538,0.000304538
45,3932.45,1.34122,1.32466,1.48095,0.98293,0.94868,0.96826,0.63019,1.15692,0.70426,1.23544,0.000296847,0.000296847,0.000296847
46,4019.76,1.34117,1.29821,1.46192,0.98761,0.94868,0.97239,0.62364,1.17021,0.67722,1.23457,0.000289111,0.000289111,0.000289111
47,4103.88,1.32821,1.29718,1.45393,0.99048,0.9539,0.97156,0.62144,1.16678,0.68167,1.23815,0.000281335,0.000281335,0.000281335
48,4190.54,1.32891,1.28254,1.45331,0.99088,0.95304,0.97241,0.64233,1.12142,0.67546,1.2174,0.000273529,0.000273529,0.000273529
49,4276.57,1.33709,1.30101,1.46586,0.9877,0.95165,0.97128,0.62408,1.16071,0.66565,1.23596,0.0002657,0.0002657,0.0002657
50,4361.67,1.31896,1.28893,1.4512,0.99186,0.95254,0.96917,0.62973,1.16308,0.66586,1.23904,0.000257855,0.000257855,0.000257855
51,4444.56,1.30867,1.29082,1.4439,0.98409,0.95547,0.97029,0.64507,1.0955,0.72271,1.21177,0.000250003,0.000250003,0.000250003
52,4530.64,1.3331,1.29143,1.46029,0.99019,0.94282,0.96562,0.63812,1.12235,0.68505,1.22368,0.00024215,0.00024215,0.00024215
53,4616.16,1.30679,1.27256,1.44588,0.98436,0.94774,0.96893,0.64042,1.10321,0.71849,1.20496,0.000234305,0.000234305,0.000234305
54,4701.35,1.31283,1.27626,1.45055,0.9846,0.94966,0.9717,0.64637,1.1027,0.67878,1.20221,0.000226476,0.000226476,0.000226476
55,4786.68,1.31468,1.27576,1.44905,0.98747,0.94982,0.96989,0.61873,1.20019,0.69987,1.26917,0.00021867,0.00021867,0.00021867
56,4870.73,1.29556,1.25811,1.42749,0.99041,0.94921,0.96783,0.61792,1.19458,0.71544,1.26778,0.000210894,0.000210894,0.000210894
57,4954.23,1.31297,1.29047,1.44433,0.98729,0.94919,0.96987,0.62594,1.17234,0.67926,1.24793,0.000203158,0.000203158,0.000203158
58,5038.24,1.30155,1.25942,1.43645,0.98273,0.94612,0.96645,0.61123,1.16395,0.72357,1.24782,0.000195467,0.000195467,0.000195467
59,5123.34,1.28473,1.25633,1.42318,0.98492,0.94715,0.96809,0.63408,1.14009,0.67585,1.22807,0.000187831,0.000187831,0.000187831
60,5210.49,1.29702,1.24772,1.43156,0.99203,0.94879,0.97183,0.64323,1.11503,0.65273,1.21108,0.000180255,0.000180255,0.000180255
61,5293.77,1.30765,1.25427,1.43544,0.99125,0.95148,0.97201,0.63401,1.11439,0.66473,1.20642,0.000172749,0.000172749,0.000172749
62,5381,1.29441,1.25517,1.43442,0.99018,0.95742,0.97254,0.63489,1.12633,0.63083,1.20935,0.000165319,0.000165319,0.000165319
63,5463.88,1.30341,1.24716,1.42417,0.9875,0.9495,0.96908,0.64244,1.09317,0.69168,1.2021,0.000157972,0.000157972,0.000157972
64,5551.45,1.29149,1.23525,1.42612,0.98958,0.95528,0.97165,0.66101,1.07316,0.6468,1.19039,0.000150717,0.000150717,0.000150717
65,5638.64,1.28427,1.2353,1.42381,0.98673,0.95477,0.97103,0.65706,1.07606,0.63594,1.18804,0.000143559,0.000143559,0.000143559
66,5726.9,1.27704,1.2365,1.41757,0.98944,0.95344,0.97252,0.6619,1.06514,0.64254,1.17846,0.000136506,0.000136506,0.000136506
67,5814.28,1.28163,1.23283,1.43059,0.99289,0.95144,0.97359,0.66302,1.06118,0.64218,1.17858,0.000129565,0.000129565,0.000129565
68,5899.32,1.28538,1.24097,1.42012,0.99273,0.95421,0.97137,0.65932,1.07064,0.68709,1.18631,0.000122743,0.000122743,0.000122743
69,5984.08,1.28894,1.24066,1.41451,0.99038,0.95859,0.97345,0.64454,1.10067,0.66915,1.19709,0.000116047,0.000116047,0.000116047
70,6072.26,1.26451,1.21414,1.40743,0.99139,0.95208,0.97225,0.65778,1.09071,0.62379,1.18546,0.000109483,0.000109483,0.000109483
71,6157.81,1.27099,1.23618,1.41748,0.98934,0.95696,0.97303,0.65938,1.06353,0.66108,1.18333,0.000103058,0.000103058,0.000103058
72,6242.86,1.26567,1.22597,1.41215,0.98729,0.95879,0.97371,0.65313,1.06276,0.64747,1.17924,9.67773e-05,9.67773e-05,9.67773e-05
73,6326.38,1.27961,1.2267,1.41228,0.98847,0.95902,0.97339,0.65374,1.07415,0.6436,1.18896,9.06481e-05,9.06481e-05,9.06481e-05
74,6413.12,1.26428,1.24517,1.41381,0.98755,0.95184,0.97297,0.65868,1.07048,0.64138,1.18169,8.46762e-05,8.46762e-05,8.46762e-05
75,6496.2,1.26899,1.22759,1.40401,0.99109,0.95621,0.97377,0.66665,1.04384,0.63714,1.16599,7.88674e-05,7.88674e-05,7.88674e-05
76,6581.54,1.26775,1.23751,1.41065,0.99257,0.9567,0.97389,0.65104,1.07031,0.62962,1.17671,7.32276e-05,7.32276e-05,7.32276e-05
77,6670.49,1.25716,1.2061,1.40323,0.99323,0.95652,0.97338,0.66441,1.04733,0.62037,1.16738,6.77622e-05,6.77622e-05,6.77622e-05
78,6756.73,1.26382,1.21341,1.40203,0.99343,0.95571,0.97359,0.64617,1.08259,0.63518,1.18571,6.24766e-05,6.24766e-05,6.24766e-05
79,6841.17,1.26858,1.21534,1.39606,0.99218,0.95772,0.97373,0.64461,1.08139,0.61651,1.18577,5.73761e-05,5.73761e-05,5.73761e-05
80,6923.73,1.24864,1.19885,1.38533,0.99302,0.95816,0.97358,0.65423,1.06082,0.63672,1.17713,5.24657e-05,5.24657e-05,5.24657e-05
81,7007.12,1.26264,1.2235,1.39689,0.99211,0.95563,0.9738,0.67271,1.03106,0.60349,1.16063,4.77503e-05,4.77503e-05,4.77503e-05
82,7090.49,1.249,1.20633,1.39202,0.98895,0.95549,0.97262,0.66641,1.04198,0.62817,1.16241,4.32344e-05,4.32344e-05,4.32344e-05
83,7178.64,1.24528,1.20334,1.39961,0.99115,0.95702,0.97438,0.66689,1.03022,0.60087,1.15693,3.89226e-05,3.89226e-05,3.89226e-05
84,7263.07,1.25542,1.20525,1.39439,0.99156,0.95551,0.97309,0.65478,1.0594,0.62324,1.17076,3.48191e-05,3.48191e-05,3.48191e-05
85,7346.53,1.22588,1.20888,1.3842,0.98925,0.95421,0.97361,0.66339,1.04665,0.62302,1.16629,3.0928e-05,3.0928e-05,3.0928e-05
86,7431.63,1.25479,1.21884,1.39884,0.98871,0.95482,0.97396,0.6635,1.04806,0.62474,1.16658,2.72531e-05,2.72531e-05,2.72531e-05
87,7515.29,1.25603,1.22,1.39766,0.99057,0.95657,0.97397,0.66941,1.03341,0.61585,1.16262,2.3798e-05,2.3798e-05,2.3798e-05
88,7602.05,1.26096,1.21159,1.39754,0.99116,0.95655,0.9744,0.6693,1.03289,0.60058,1.16065,2.05661e-05,2.05661e-05,2.05661e-05
89,7685.84,1.24749,1.2206,1.39921,0.98953,0.95721,0.97402,0.66057,1.04232,0.63039,1.16398,1.75607e-05,1.75607e-05,1.75607e-05
90,7772.75,1.25985,1.22416,1.40689,0.98774,0.95543,0.97422,0.66206,1.04027,0.61235,1.16418,1.47847e-05,1.47847e-05,1.47847e-05
91,7868.62,1.09337,0.92521,1.32547,0.98968,0.95875,0.97412,0.64563,1.07656,0.5845,1.1738,1.22407e-05,1.22407e-05,1.22407e-05
92,7949.94,1.07957,0.85043,1.30824,0.99114,0.96098,0.97566,0.67009,1.03143,0.56314,1.15151,9.93148e-06,9.93148e-06,9.93148e-06
93,8032.74,1.08292,0.84061,1.29463,0.9913,0.96225,0.97644,0.6661,1.03821,0.55516,1.15277,7.85913e-06,7.85913e-06,7.85913e-06
94,8116.49,1.08198,0.83066,1.30674,0.99163,0.96189,0.97669,0.66483,1.04469,0.55412,1.15481,6.02575e-06,6.02575e-06,6.02575e-06
95,8197.59,1.09079,0.82458,1.29356,0.98997,0.96187,0.97583,0.66113,1.05293,0.55879,1.16012,4.43314e-06,4.43314e-06,4.43314e-06
96,8280.93,1.08437,0.82259,1.29144,0.99063,0.96228,0.97634,0.6627,1.0482,0.55576,1.15742,3.08288e-06,3.08288e-06,3.08288e-06
